# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-10-06 16:01:15 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06730200
#            TS   parameter     statistic     Description
#         17663       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	17663_00060_00003	17663_00060_00003_cd
USGS	06730200	2008-12-24	24	A
USGS	06730200	2008-12-25	20	A
USGS	06730200	2008-12-26	19	A
USGS	06730200	2008-12-27	19	A
USGS	06730200	2008-12-28	19	A
USGS	06730200	2008-12-29	20	A
USGS	06730200	2008-12-30	22	A
USGS	06730200	2008-12-31	20	A
USGS	06730200	2009-01-01	16	A
USGS	06730200	2009-01-02	15	A
USGS	06730200	2009-01-03	13	A
USGS	06730200	2009-01-04	11	A
USGS	06730200	2009-01-05	14	A
USGS	06730200	2009-01-06	21	A
USGS	06730200	2009-01-07	17	A
USGS	06730200	2009-01-08	14	A
USGS	06730200	2009-01-09	14	A
USGS	06730200	2009-01-10	16	A
USGS	06730200	2009-01-11	14	A
USGS	06730200	2009-01-12	13	A
USGS	06730200	2009-01-13	21	A
USGS	06730200	2009-01-14	16	A
USGS	06730200	2009-01-15	15	A
USGS	06730200	2009-01-16	18	A
USGS	06730200	2009-01-17	18	A
USGS	06730200	2009-01-18	18	A
USGS	06730200	2009-01-19	16	A
USGS	06730200	2009-01-20	11	A
USGS	06730200	2009-01-21	11	A
USGS	06730200	2009-01-22	11	A
USGS	06730200	2009-01-23	13	A
USGS	06730200	2009-01-24	12	A
USGS	06730200	2009-01-25	14	A
USGS	06730200	2009-01-26	14	A
USGS	06730200	2009-01-27	13	A
USGS	06730200	2009-01-28	17	A
USGS	06730200	2009-01-29	19	A
USGS	06730200	2009-01-30	21	A
USGS	06730200	2009-01-31	22	A
USGS	06730200	2009-02-01	20	A
USGS	06730200	2009-02-02	17	A
USGS	06730200	2009-02-03	17	A
USGS	06730200	2009-02-04	16	A
USGS	06730200	2009-02-05	16	A
USGS	06730200	2009-02-06	13	A
USGS	06730200	2009-02-07	12	A
USGS	06730200	2009-02-08	13	A
USGS	06730200	2009-02-09	13	A
USGS	06730200	2009-02-10	13	A
USGS	06730200	2009-02-11	13	A
USGS	06730200	2009-02-12	12	A
USGS	06730200	2009-02-13	13	A
USGS	06730200	2009-02-14	12	A
USGS	06730200	2009-02-15	11	A
USGS	06730200	2009-02-16	11	A
USGS	06730200	2009-02-17	12	A
USGS	06730200	2009-02-18	11	A
USGS	06730200	2009-02-19	10	A
USGS	06730200	2009-02-20	10	A
USGS	06730200	2009-02-21	10	A
USGS	06730200	2009-02-22	10	A
USGS	06730200	2009-02-23	10	A
USGS	06730200	2009-02-24	10	A
USGS	06730200	2009-02-25	11	A
USGS	06730200	2009-02-26	11	A
USGS	06730200	2009-02-27	10	A
USGS	06730200	2009-02-28	7.9	A
USGS	06730200	2009-03-01	5.8	A
USGS	06730200	2009-03-02	9.3	A
USGS	06730200	2009-03-03	10	A
USGS	06730200	2009-03-04	9.8	A
USGS	06730200	2009-03-05	6.5	A
USGS	06730200	2009-03-06	4.5	A
USGS	06730200	2009-03-07	4.4	A
USGS	06730200	2009-03-08	4.3	A
USGS	06730200	2009-03-09	4.9	A
USGS	06730200	2009-03-10	5.2	A
USGS	06730200	2009-03-11	4.1	A
USGS	06730200	2009-03-12	3.8	A
USGS	06730200	2009-03-13	7.2	A
USGS	06730200	2009-03-14	6.3	A
USGS	06730200	2009-03-15	6.8	A
USGS	06730200	2009-03-16	8.4	A
USGS	06730200	2009-03-17	6.7	A
USGS	06730200	2009-03-18	4.9	A
USGS	06730200	2009-03-19	5.6	A
USGS	06730200	2009-03-20	6.4	A
USGS	06730200	2009-03-21	4.9	A
USGS	06730200	2009-03-22	4.4	A
USGS	06730200	2009-03-23	5.1	A
USGS	06730200	2009-03-24	7.6	A
USGS	06730200	2009-03-25	8.1	A
USGS	06730200	2009-03-26	9.8	A
USGS	06730200	2009-03-27	16	A
USGS	06730200	2009-03-28	21	A
USGS	06730200	2009-03-29	23	A
USGS	06730200	2009-03-30	30	A
USGS	06730200	2009-03-31	20	A
USGS	06730200	2009-04-01	21	A
USGS	06730200	2009-04-02	21	A
USGS	06730200	2009-04-03	26	A
USGS	06730200	2009-04-04	46	A
USGS	06730200	2009-04-05	29	A
USGS	06730200	2009-04-06	25	A
USGS	06730200	2009-04-07	28	A
USGS	06730200	2009-04-08	26	A
USGS	06730200	2009-04-09	28	A
USGS	06730200	2009-04-10	25	A
USGS	06730200	2009-04-11	17	A
USGS	06730200	2009-04-12	13	A
USGS	06730200	2009-04-13	14	A
USGS	06730200	2009-04-14	11	A
USGS	06730200	2009-04-15	10	A
USGS	06730200	2009-04-16	20	A
USGS	06730200	2009-04-17	124	A
USGS	06730200	2009-04-18	147	A
USGS	06730200	2009-04-19	78	A
USGS	06730200	2009-04-20	74	A
USGS	06730200	2009-04-21	85	A
USGS	06730200	2009-04-22	99	A
USGS	06730200	2009-04-23	100	A
USGS	06730200	2009-04-24	106	A
USGS	06730200	2009-04-25	104	A
USGS	06730200	2009-04-26	86	A
USGS	06730200	2009-04-27	90	A
USGS	06730200	2009-04-28	95	A
USGS	06730200	2009-04-29	56	A
USGS	06730200	2009-04-30	51	A
USGS	06730200	2009-05-01	49	A
USGS	06730200	2009-05-02	79	A
USGS	06730200	2009-05-03	94	A
USGS	06730200	2009-05-04	91	A
USGS	06730200	2009-05-05	87	A
USGS	06730200	2009-05-06	80	A
USGS	06730200	2009-05-07	94	A
USGS	06730200	2009-05-08	100	A
USGS	06730200	2009-05-09	97	A
USGS	06730200	2009-05-10	110	A
USGS	06730200	2009-05-11	112	A
USGS	06730200	2009-05-12	142	A
USGS	06730200	2009-05-13	159	A
USGS	06730200	2009-05-14	161	A
USGS	06730200	2009-05-15	165	A
USGS	06730200	2009-05-16	164	A
USGS	06730200	2009-05-17	167	A
USGS	06730200	2009-05-18	198	A
USGS	06730200	2009-05-19	266	A
USGS	06730200	2009-05-20	349	A
USGS	06730200	2009-05-21	385	A
USGS	06730200	2009-05-22	450	A
USGS	06730200	2009-05-23	423	A
USGS	06730200	2009-05-24	444	A
USGS	06730200	2009-05-25	267	A
USGS	06730200	2009-05-26	301	A
USGS	06730200	2009-05-27	151	A
USGS	06730200	2009-05-28	71	A
USGS	06730200	2009-05-29	55	A
USGS	06730200	2009-05-30	46	A
USGS	06730200	2009-05-31	74	A
USGS	06730200	2009-06-01	417	A
USGS	06730200	2009-06-02	428	A
USGS	06730200	2009-06-03	359	A
USGS	06730200	2009-06-04	288	A
USGS	06730200	2009-06-05	285	A
USGS	06730200	2009-06-06	294	A
USGS	06730200	2009-06-07	283	A
USGS	06730200	2009-06-08	241	A
USGS	06730200	2009-06-09	255	A
USGS	06730200	2009-06-10	267	A
USGS	06730200	2009-06-11	284	A
USGS	06730200	2009-06-12	263	A
USGS	06730200	2009-06-13	249	A
USGS	06730200	2009-06-14	266	A
USGS	06730200	2009-06-15	285	A
USGS	06730200	2009-06-16	326	A
USGS	06730200	2009-06-17	311	A
USGS	06730200	2009-06-18	329	A
USGS	06730200	2009-06-19	335	A
USGS	06730200	2009-06-20	340	A
USGS	06730200	2009-06-21	365	A
USGS	06730200	2009-06-22	360	A
USGS	06730200	2009-06-23	364	A
USGS	06730200	2009-06-24	344	A
USGS	06730200	2009-06-25	374	A
USGS	06730200	2009-06-26	422	A
USGS	06730200	2009-06-27	595	A
USGS	06730200	2009-06-28	524	A
USGS	06730200	2009-06-29	409	A
USGS	06730200	2009-06-30	267	A
USGS	06730200	2009-07-01	188	A
USGS	06730200	2009-07-02	216	A
USGS	06730200	2009-07-03	224	A
USGS	06730200	2009-07-04	237	A
USGS	06730200	2009-07-05	224	A
USGS	06730200	2009-07-06	171	A
USGS	06730200	2009-07-07	131	A
USGS	06730200	2009-07-08	107	A
USGS	06730200	2009-07-09	93	A
USGS	06730200	2009-07-10	82	A
USGS	06730200	2009-07-11	66	A
USGS	06730200	2009-07-12	62	A
USGS	06730200	2009-07-13	71	A
USGS	06730200	2009-07-14	59	A
USGS	06730200	2009-07-15	61	A
USGS	06730200	2009-07-16	75	A
USGS	06730200	2009-07-17	69	A
USGS	06730200	2009-07-18	59	A
USGS	06730200	2009-07-19	66	A
USGS	06730200	2009-07-20	82	A
USGS	06730200	2009-07-21	98	A
USGS	06730200	2009-07-22	79	A
USGS	06730200	2009-07-23	74	A
USGS	06730200	2009-07-24	59	A
USGS	06730200	2009-07-25	52	A
USGS	06730200	2009-07-26	50	A
USGS	06730200	2009-07-27	55	A
USGS	06730200	2009-07-28	61	A
USGS	06730200	2009-07-29	62	A
USGS	06730200	2009-07-30	75	A
USGS	06730200	2009-07-31	77	A
USGS	06730200	2009-08-01	50	A
USGS	06730200	2009-08-02	37	A
USGS	06730200	2009-08-03	30	A
USGS	06730200	2009-08-04	28	A
USGS	06730200	2009-08-05	35	A
USGS	06730200	2009-08-06	43	A
USGS	06730200	2009-08-07	47	A
USGS	06730200	2009-08-08	47	A
USGS	06730200	2009-08-09	45	A
USGS	06730200	2009-08-10	45	A
USGS	06730200	2009-08-11	46	A
USGS	06730200	2009-08-12	57	A
USGS	06730200	2009-08-13	61	A
USGS	06730200	2009-08-14	59	A
USGS	06730200	2009-08-15	57	A
USGS	06730200	2009-08-16	70	A
USGS	06730200	2009-08-17	68	A
USGS	06730200	2009-08-18	68	A
USGS	06730200	2009-08-19	71	A
USGS	06730200	2009-08-20	74	A
USGS	06730200	2009-08-21	81	A
USGS	06730200	2009-08-22	66	A
USGS	06730200	2009-08-23	64	A
USGS	06730200	2009-08-24	61	A
USGS	06730200	2009-08-25	62	A
USGS	06730200	2009-08-26	62	A
USGS	06730200	2009-08-27	55	A
USGS	06730200	2009-08-28	52	A
USGS	06730200	2009-08-29	48	A
USGS	06730200	2009-08-30	49	A
USGS	06730200	2009-08-31	45	A
USGS	06730200	2009-09-01	40	A
USGS	06730200	2009-09-02	43	A
USGS	06730200	2009-09-03	45	A
USGS	06730200	2009-09-04	46	A
USGS	06730200	2009-09-05	49	A
USGS	06730200	2009-09-06	45	A
USGS	06730200	2009-09-07	46	A
USGS	06730200	2009-09-08	44	A
USGS	06730200	2009-09-09	42	A
USGS	06730200	2009-09-10	38	A
USGS	06730200	2009-09-11	35	A
USGS	06730200	2009-09-12	41	A
USGS	06730200	2009-09-13	61	A
USGS	06730200	2009-09-14	78	A
USGS	06730200	2009-09-15	90	A
USGS	06730200	2009-09-16	80	A
USGS	06730200	2009-09-17	46	A
USGS	06730200	2009-09-18	39	A
USGS	06730200	2009-09-19	43	A
USGS	06730200	2009-09-20	42	A
USGS	06730200	2009-09-21	49	A
USGS	06730200	2009-09-22	51	A
USGS	06730200	2009-09-23	39	A
USGS	06730200	2009-09-24	36	A
USGS	06730200	2009-09-25	32	A
USGS	06730200	2009-09-26	31	A
USGS	06730200	2009-09-27	29	A
USGS	06730200	2009-09-28	30	A
USGS	06730200	2009-09-29	28	A
USGS	06730200	2009-09-30	30	A
USGS	06730200	2009-10-01	31	A
USGS	06730200	2009-10-02	36	A
USGS	06730200	2009-10-03	33	A
USGS	06730200	2009-10-04	32	A
USGS	06730200	2009-10-05	34	A
USGS	06730200	2009-10-06	35	A
USGS	06730200	2009-10-07	29	A
USGS	06730200	2009-10-08	29	A
USGS	06730200	2009-10-09	31	A
USGS	06730200	2009-10-10	33	A
USGS	06730200	2009-10-11	34	A
USGS	06730200	2009-10-12	35	A
USGS	06730200	2009-10-13	35	A
USGS	06730200	2009-10-14	33	A
USGS	06730200	2009-10-15	33	A
USGS	06730200	2009-10-16	35	A
USGS	06730200	2009-10-17	33	A
USGS	06730200	2009-10-18	32	A
USGS	06730200	2009-10-19	31	A
USGS	06730200	2009-10-20	30	A
USGS	06730200	2009-10-21	30	A
USGS	06730200	2009-10-22	32	A
USGS	06730200	2009-10-23	28	A
USGS	06730200	2009-10-24	28	A
USGS	06730200	2009-10-25	26	A
USGS	06730200	2009-10-26	29	A
USGS	06730200	2009-10-27	27	A
USGS	06730200	2009-10-28	40	A
USGS	06730200	2009-10-29	40	A
USGS	06730200	2009-10-30	37	A
USGS	06730200	2009-10-31	35	A
USGS	06730200	2009-11-01	35	A
USGS	06730200	2009-11-02	34	A
USGS	06730200	2009-11-03	33	A
USGS	06730200	2009-11-04	32	A
USGS	06730200	2009-11-05	33	A
USGS	06730200	2009-11-06	28	A
USGS	06730200	2009-11-07	25	A
USGS	06730200	2009-11-08	27	A
USGS	06730200	2009-11-09	27	A
USGS	06730200	2009-11-10	27	A
USGS	06730200	2009-11-11	26	A
USGS	06730200	2009-11-12	21	A
USGS	06730200	2009-11-13	9.7	A
USGS	06730200	2009-11-14	9.2	A
USGS	06730200	2009-11-15	15	A
USGS	06730200	2009-11-16	13	A
USGS	06730200	2009-11-17	11	A
USGS	06730200	2009-11-18	12	A
USGS	06730200	2009-11-19	11	A
USGS	06730200	2009-11-20	10	A
USGS	06730200	2009-11-21	9.3	A
USGS	06730200	2009-11-22	9.4	A
USGS	06730200	2009-11-23	8.5	A
USGS	06730200	2009-11-24	7.4	A
USGS	06730200	2009-11-25	6.7	A
USGS	06730200	2009-11-26	7.5	A
USGS	06730200	2009-11-27	7.7	A
USGS	06730200	2009-11-28	7.4	A
USGS	06730200	2009-11-29	7.1	A
USGS	06730200	2009-11-30	6.7	A
USGS	06730200	2009-12-01	7.8	A
USGS	06730200	2009-12-02	8.3	A
USGS	06730200	2009-12-03	9.5	A
USGS	06730200	2009-12-04	7.7	A
USGS	06730200	2009-12-05	20	A
USGS	06730200	2009-12-06	26	A
USGS	06730200	2009-12-07	27	A
USGS	06730200	2009-12-08	28	A
USGS	06730200	2009-12-09	27	A:e
USGS	06730200	2009-12-10	26	A:e
USGS	06730200	2009-12-11	26	A:e
USGS	06730200	2009-12-12	27	A:e
USGS	06730200	2009-12-13	32	A
USGS	06730200	2009-12-14	35	A
USGS	06730200	2009-12-15	33	A
USGS	06730200	2009-12-16	33	A
USGS	06730200	2009-12-17	30	A
USGS	06730200	2009-12-18	29	A
USGS	06730200	2009-12-19	28	A
USGS	06730200	2009-12-20	28	A
USGS	06730200	2009-12-21	27	A
USGS	06730200	2009-12-22	25	A
USGS	06730200	2009-12-23	26	A
USGS	06730200	2009-12-24	26	A
USGS	06730200	2009-12-25	32	A
USGS	06730200	2009-12-26	29	A
USGS	06730200	2009-12-27	28	A
USGS	06730200	2009-12-28	26	A
USGS	06730200	2009-12-29	28	A
USGS	06730200	2009-12-30	27	A
USGS	06730200	2009-12-31	26	A
USGS	06730200	2010-01-01	26	A
USGS	06730200	2010-01-02	28	A
USGS	06730200	2010-01-03	28	A
USGS	06730200	2010-01-04	21	A
USGS	06730200	2010-01-05	25	A
USGS	06730200	2010-01-06	24	A
USGS	06730200	2010-01-07	19	A:e
USGS	06730200	2010-01-08	22	A:e
USGS	06730200	2010-01-09	21	A:e
USGS	06730200	2010-01-10	21	A:e
USGS	06730200	2010-01-11	22	A:e
USGS	06730200	2010-01-12	22	A:e
USGS	06730200	2010-01-13	24	A:e
USGS	06730200	2010-01-14	23	A
USGS	06730200	2010-01-15	19	A
USGS	06730200	2010-01-16	14	A
USGS	06730200	2010-01-17	11	A
USGS	06730200	2010-01-18	9.8	A
USGS	06730200	2010-01-19	8.5	A
USGS	06730200	2010-01-20	7.3	A:e
USGS	06730200	2010-01-21	8.6	A
USGS	06730200	2010-01-22	8.5	A
USGS	06730200	2010-01-23	7.9	A
USGS	06730200	2010-01-24	8.4	A
USGS	06730200	2010-01-25	11	A
USGS	06730200	2010-01-26	10	A
USGS	06730200	2010-01-27	10	A
USGS	06730200	2010-01-28	8.5	A
USGS	06730200	2010-01-29	8.9	A
USGS	06730200	2010-01-30	8.7	A
USGS	06730200	2010-01-31	7.3	A
USGS	06730200	2010-02-01	7.9	A
USGS	06730200	2010-02-02	8.2	A
USGS	06730200	2010-02-03	7.9	A
USGS	06730200	2010-02-04	6.8	A
USGS	06730200	2010-02-05	6.1	A
USGS	06730200	2010-02-06	5.7	A
USGS	06730200	2010-02-07	7.3	A
USGS	06730200	2010-02-08	11	A
USGS	06730200	2010-02-09	11	A
USGS	06730200	2010-02-10	14	A
USGS	06730200	2010-02-11	15	A
USGS	06730200	2010-02-12	15	A
USGS	06730200	2010-02-13	12	A
USGS	06730200	2010-02-14	7.7	A
USGS	06730200	2010-02-15	7.7	A
USGS	06730200	2010-02-16	10	A
USGS	06730200	2010-02-17	9.3	A
USGS	06730200	2010-02-18	8.2	A
USGS	06730200	2010-02-19	7.8	A
USGS	06730200	2010-02-20	7.0	A
USGS	06730200	2010-02-21	7.0	A
USGS	06730200	2010-02-22	8.6	A
USGS	06730200	2010-02-23	10	A
USGS	06730200	2010-02-24	9.8	A
USGS	06730200	2010-02-25	8.0	A
USGS	06730200	2010-02-26	9.7	A
USGS	06730200	2010-02-27	11	A
USGS	06730200	2010-02-28	11	A
USGS	06730200	2010-03-01	11	A
USGS	06730200	2010-03-02	10	A
USGS	06730200	2010-03-03	10	A
USGS	06730200	2010-03-04	7.9	A
USGS	06730200	2010-03-05	7.4	A
USGS	06730200	2010-03-06	7.3	A
USGS	06730200	2010-03-07	7.3	A
USGS	06730200	2010-03-08	7.5	A
USGS	06730200	2010-03-09	7.8	A
USGS	06730200	2010-03-10	7.8	A
USGS	06730200	2010-03-11	8.0	A
USGS	06730200	2010-03-12	9.1	A
USGS	06730200	2010-03-13	7.1	A
USGS	06730200	2010-03-14	8.8	A
USGS	06730200	2010-03-15	12	A
USGS	06730200	2010-03-16	7.7	A
USGS	06730200	2010-03-17	11	A
USGS	06730200	2010-03-18	20	A
USGS	06730200	2010-03-19	18	A
USGS	06730200	2010-03-20	17	A
USGS	06730200	2010-03-21	17	A
USGS	06730200	2010-03-22	21	A
USGS	06730200	2010-03-23	20	A
USGS	06730200	2010-03-24	43	A
USGS	06730200	2010-03-25	31	A
USGS	06730200	2010-03-26	27	A
USGS	06730200	2010-03-27	24	A
USGS	06730200	2010-03-28	19	A
USGS	06730200	2010-03-29	17	A
USGS	06730200	2010-03-30	17	A
USGS	06730200	2010-03-31	24	A
USGS	06730200	2010-04-01	20	A
USGS	06730200	2010-04-02	16	A
USGS	06730200	2010-04-03	13	A
USGS	06730200	2010-04-04	11	A
USGS	06730200	2010-04-05	11	A
USGS	06730200	2010-04-06	11	A
USGS	06730200	2010-04-07	9.2	A
USGS	06730200	2010-04-08	8.2	A
USGS	06730200	2010-04-09	13	A
USGS	06730200	2010-04-10	25	A
USGS	06730200	2010-04-11	24	A
USGS	06730200	2010-04-12	24	A
USGS	06730200	2010-04-13	25	A
USGS	06730200	2010-04-14	28	A
USGS	06730200	2010-04-15	30	A
USGS	06730200	2010-04-16	34	A
USGS	06730200	2010-04-17	34	A
USGS	06730200	2010-04-18	33	A
USGS	06730200	2010-04-19	35	A
USGS	06730200	2010-04-20	44	A
USGS	06730200	2010-04-21	66	A
USGS	06730200	2010-04-22	228	A
USGS	06730200	2010-04-23	367	A
USGS	06730200	2010-04-24	301	A
USGS	06730200	2010-04-25	260	A
USGS	06730200	2010-04-26	251	A
USGS	06730200	2010-04-27	218	A
USGS	06730200	2010-04-28	189	A
USGS	06730200	2010-04-29	208	A
USGS	06730200	2010-04-30	195	A
USGS	06730200	2010-05-01	179	A
USGS	06730200	2010-05-02	164	A
USGS	06730200	2010-05-03	140	A
USGS	06730200	2010-05-04	103	A
USGS	06730200	2010-05-05	93	A
USGS	06730200	2010-05-06	94	A
USGS	06730200	2010-05-07	91	A
USGS	06730200	2010-05-08	79	A
USGS	06730200	2010-05-09	69	A
USGS	06730200	2010-05-10	67	A
USGS	06730200	2010-05-11	68	A
USGS	06730200	2010-05-12	158	A
USGS	06730200	2010-05-13	112	A
USGS	06730200	2010-05-14	116	A
USGS	06730200	2010-05-15	169	A
USGS	06730200	2010-05-16	173	A
USGS	06730200	2010-05-17	190	A
USGS	06730200	2010-05-18	205	A
USGS	06730200	2010-05-19	220	A
USGS	06730200	2010-05-20	177	A
USGS	06730200	2010-05-21	155	A
USGS	06730200	2010-05-22	139	A
USGS	06730200	2010-05-23	126	A
USGS	06730200	2010-05-24	92	A
USGS	06730200	2010-05-25	66	A
USGS	06730200	2010-05-26	59	A
USGS	06730200	2010-05-27	54	A
USGS	06730200	2010-05-28	69	A
USGS	06730200	2010-05-29	97	A
USGS	06730200	2010-05-30	303	A
USGS	06730200	2010-05-31	257	A
USGS	06730200	2010-06-01	210	A
USGS	06730200	2010-06-02	178	A
USGS	06730200	2010-06-03	228	A
USGS	06730200	2010-06-04	266	A
USGS	06730200	2010-06-05	427	A
USGS	06730200	2010-06-06	537	A
USGS	06730200	2010-06-07	567	A
USGS	06730200	2010-06-08	544	A
USGS	06730200	2010-06-09	486	A
USGS	06730200	2010-06-10	469	A
USGS	06730200	2010-06-11	397	A
USGS	06730200	2010-06-12	879	A
USGS	06730200	2010-06-13	934	A
USGS	06730200	2010-06-14	976	A
USGS	06730200	2010-06-15	758	A
USGS	06730200	2010-06-16	569	A
USGS	06730200	2010-06-17	484	A
USGS	06730200	2010-06-18	433	A
USGS	06730200	2010-06-19	423	A
USGS	06730200	2010-06-20	435	A
USGS	06730200	2010-06-21	386	A
USGS	06730200	2010-06-22	319	A
USGS	06730200	2010-06-23	276	A
USGS	06730200	2010-06-24	261	A
USGS	06730200	2010-06-25	241	A
USGS	06730200	2010-06-26	215	A
USGS	06730200	2010-06-27	218	A
USGS	06730200	2010-06-28	215	A
USGS	06730200	2010-06-29	212	A
USGS	06730200	2010-06-30	164	A
USGS	06730200	2010-07-01	133	A
USGS	06730200	2010-07-02	173	A
USGS	06730200	2010-07-03	197	A
USGS	06730200	2010-07-04	191	A
USGS	06730200	2010-07-05	217	A
USGS	06730200	2010-07-06	144	A
USGS	06730200	2010-07-07	171	A
USGS	06730200	2010-07-08	163	A
USGS	06730200	2010-07-09	137	A
USGS	06730200	2010-07-10	121	A
USGS	06730200	2010-07-11	98	A
USGS	06730200	2010-07-12	82	A
USGS	06730200	2010-07-13	67	A
USGS	06730200	2010-07-14	57	A
USGS	06730200	2010-07-15	65	A
USGS	06730200	2010-07-16	64	A
USGS	06730200	2010-07-17	64	A
USGS	06730200	2010-07-18	65	A
USGS	06730200	2010-07-19	68	A
USGS	06730200	2010-07-20	74	A
USGS	06730200	2010-07-21	73	A
USGS	06730200	2010-07-22	79	A
USGS	06730200	2010-07-23	84	A
USGS	06730200	2010-07-24	87	A
USGS	06730200	2010-07-25	67	A
USGS	06730200	2010-07-26	64	A
USGS	06730200	2010-07-27	75	A
USGS	06730200	2010-07-28	79	A
USGS	06730200	2010-07-29	113	A
USGS	06730200	2010-07-30	140	A
USGS	06730200	2010-07-31	146	A
USGS	06730200	2010-08-01	140	A
USGS	06730200	2010-08-02	120	A
USGS	06730200	2010-08-03	101	A
USGS	06730200	2010-08-04	82	A
USGS	06730200	2010-08-05	72	A
USGS	06730200	2010-08-06	70	A
USGS	06730200	2010-08-07	56	A
USGS	06730200	2010-08-08	61	A
USGS	06730200	2010-08-09	95	A
USGS	06730200	2010-08-10	97	A
USGS	06730200	2010-08-11	63	A
USGS	06730200	2010-08-12	51	A
USGS	06730200	2010-08-13	58	A
USGS	06730200	2010-08-14	60	A
USGS	06730200	2010-08-15	60	A
USGS	06730200	2010-08-16	73	A
USGS	06730200	2010-08-17	73	A
USGS	06730200	2010-08-18	68	A
USGS	06730200	2010-08-19	60	A
USGS	06730200	2010-08-20	75	A
USGS	06730200	2010-08-21	69	A
USGS	06730200	2010-08-22	64	A
USGS	06730200	2010-08-23	68	A
USGS	06730200	2010-08-24	72	A
USGS	06730200	2010-08-25	80	A
USGS	06730200	2010-08-26	76	A
USGS	06730200	2010-08-27	79	A
USGS	06730200	2010-08-28	97	A
USGS	06730200	2010-08-29	107	A
USGS	06730200	2010-08-30	110	A
USGS	06730200	2010-08-31	122	A
USGS	06730200	2010-09-01	121	A
USGS	06730200	2010-09-02	124	A
USGS	06730200	2010-09-03	120	A
USGS	06730200	2010-09-04	119	A
USGS	06730200	2010-09-05	112	A
USGS	06730200	2010-09-06	96	A
USGS	06730200	2010-09-07	84	A
USGS	06730200	2010-09-08	86	A
USGS	06730200	2010-09-09	86	A
USGS	06730200	2010-09-10	83	A
USGS	06730200	2010-09-11	82	A
USGS	06730200	2010-09-12	81	A
USGS	06730200	2010-09-13	80	A
USGS	06730200	2010-09-14	76	A
USGS	06730200	2010-09-15	59	A
USGS	06730200	2010-09-16	46	A
USGS	06730200	2010-09-17	29	A
USGS	06730200	2010-09-18	28	A
USGS	06730200	2010-09-19	27	A
USGS	06730200	2010-09-20	25	A
USGS	06730200	2010-09-21	23	A
USGS	06730200	2010-09-22	23	A
USGS	06730200	2010-09-23	24	A
USGS	06730200	2010-09-24	27	A
USGS	06730200	2010-09-25	27	A
USGS	06730200	2010-09-26	26	A
USGS	06730200	2010-09-27	22	A
USGS	06730200	2010-09-28	20	A
USGS	06730200	2010-09-29	21	A
USGS	06730200	2010-09-30	32	A
USGS	06730200	2010-10-01	30	A
USGS	06730200	2010-10-02	34	A
USGS	06730200	2010-10-03	35	A
USGS	06730200	2010-10-04	36	A
USGS	06730200	2010-10-05	30	A
USGS	06730200	2010-10-06	20	A
USGS	06730200	2010-10-07	20	A
USGS	06730200	2010-10-08	20	A
USGS	06730200	2010-10-09	18	A
USGS	06730200	2010-10-10	20	A
USGS	06730200	2010-10-11	27	A
USGS	06730200	2010-10-12	43	A
USGS	06730200	2010-10-13	37	A
USGS	06730200	2010-10-14	31	A
USGS	06730200	2010-10-15	29	A
USGS	06730200	2010-10-16	25	A
USGS	06730200	2010-10-17	24	A
USGS	06730200	2010-10-18	24	A
USGS	06730200	2010-10-19	26	A
USGS	06730200	2010-10-20	30	A
USGS	06730200	2010-10-21	41	A
USGS	06730200	2010-10-22	43	A
USGS	06730200	2010-10-23	46	A
USGS	06730200	2010-10-24	43	A
USGS	06730200	2010-10-25	44	A
USGS	06730200	2010-10-26	50	A
USGS	06730200	2010-10-27	40	A
USGS	06730200	2010-10-28	15	A
USGS	06730200	2010-10-29	18	A
USGS	06730200	2010-10-30	13	A
USGS	06730200	2010-10-31	15	A
USGS	06730200	2010-11-01	8.5	A
USGS	06730200	2010-11-02	7.9	A
USGS	06730200	2010-11-03	7.5	A
USGS	06730200	2010-11-04	7.6	A
USGS	06730200	2010-11-05	11	A
USGS	06730200	2010-11-06	8.3	A
USGS	06730200	2010-11-07	8.9	A
USGS	06730200	2010-11-08	9.4	A
USGS	06730200	2010-11-09	13	A
USGS	06730200	2010-11-10	15	A
USGS	06730200	2010-11-11	9.5	A
USGS	06730200	2010-11-12	9.3	A
USGS	06730200	2010-11-13	8.1	A
USGS	06730200	2010-11-14	9.6	A
USGS	06730200	2010-11-15	8.5	A
USGS	06730200	2010-11-16	9.2	A
USGS	06730200	2010-11-17	13	A
USGS	06730200	2010-11-18	14	A
USGS	06730200	2010-11-19	16	A
USGS	06730200	2010-11-20	17	A
USGS	06730200	2010-11-21	19	A
